FlorentineDrawings_IdentifierBB1961,BB_1961_number_letter,,,,BB_1938_number_letter,BB_1938_FirstPageNumber,BB_1938_LastPageNumber,BB_1903_number_letter,BB_1903_number_sortable,BB_1903_FirstPageNumber,BB_1903_LastPageNumber,1903_IIIF_URL,1903_200px_image,1903_500px_image
0000091-Berenson,91,,15,,91,7,,91,91,6,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$23i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__023.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__023.jpg
0000092-Berenson,92,,15,,92,7,,92,92,6,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$23i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__023.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__023.jpg
0000093-Berenson,93,,15,,93,7,,93,93,6,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$23i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__023.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__023.jpg
0000094-Berenson,94,,15,16,94,7,,94,94,6,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$23i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__023.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__023.jpg
0000095-Berenson,95,,16,,95,7,,95,95,6,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$23i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__023.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__023.jpg
0000096-Berenson,96,,16,,96,7,,96,96,6,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$23i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__023.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__023.jpg
0000097-Berenson,97,,,,97,7,,97,97,6,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$23i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__023.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__023.jpg
0000098-Berenson,98,,,,98,7,,98,98,6,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$23i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__023.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__023.jpg
0000099-Berenson,99,,,,99,7,,99,99,6,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$23i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__023.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__023.jpg
0000100-Berenson,100,,16,,100,8,,100,100,6,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$23i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__023.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__023.jpg
0000101-Berenson,101,,16,17,101,8,,101,101,6,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$23i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__023.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__023.jpg
0000102-Berenson,102,,17,,102,8,,102,102,6,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$23i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__023.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__023.jpg
0000103-Berenson,103,,17,,103,8,,103,103,6,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$23i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__023.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__023.jpg
0000104-Berenson,104,,17,,104,8,,104,104,6,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$23i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__023.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__023.jpg
0000105-Berenson,105,,17,,105,8,,105,105,6,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$23i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__023.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__023.jpg
0000106-Berenson,106,,17,,106,8,,106,106,6,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$23i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__023.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__023.jpg
0000107-Berenson,107,,17,,107,8,,107,107,6,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$23i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__023.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__023.jpg
0000108-Berenson,108,,17,18,108,8,,108,108,6,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$23i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__023.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__023.jpg
0000109-Berenson,109,,18,,109,8,,109,109,7,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$24i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__024.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__024.jpg
0000110-Berenson,110,,18,,110,8,,110,110,7,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$24i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__024.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__024.jpg
0000111-Berenson,111,,20,,111,9,,111,111,7,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$24i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__024.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__024.jpg
0000112-Berenson,112,,20,,112,9,,112,112,7,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$24i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__024.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__024.jpg
0000113-Berenson,113,,20,,113,10,,113,113,7,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$24i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__024.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__024.jpg
0000114-Berenson,114,,21,,114,10,,114,114,7,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$24i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__024.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__024.jpg
0000115-Berenson,115,,21,22,115,10,,115,115,7,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$24i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__024.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__024.jpg
0000116-Berenson,116,,22,,116,10,,116,116,7,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$24i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__024.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__024.jpg
0000117-Berenson,117,,22,,117,10,,117,117,7,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$24i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__024.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__024.jpg
0000118-Berenson,118,,23,,118,11,,118,118,7,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$24i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__024.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__024.jpg
0000119-Berenson,119,,23,,119,11,,119,119,7,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$24i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__024.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__024.jpg
0000120-Berenson,120,,24,,120,11,,120,120,7,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$24i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__024.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__024.jpg
0000121-Berenson,121,,24,,121,11,,121,121,7,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$24i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__024.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__024.jpg
0000122-Berenson,122,,24,,122,11,,122,122,7,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$24i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__024.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__024.jpg
0000123-Berenson,123,,24,,123,12,,123,123,7,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$24i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__024.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__024.jpg
0000124-Berenson,124,,24,,124,12,,124,124,7,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$24i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__024.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__024.jpg
0000125-Berenson,125,,24,,125,12,,125,125,7,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$24i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__024.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__024.jpg
0000126-Berenson,126,,24,,126,12,,126,126,7,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$24i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__024.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__024.jpg
0000127-Berenson,127,,25,,127,12,,127,127,7,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$24i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__024.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__024.jpg
0000128-Berenson,128,,25,,128,12,,128,128,7,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$24i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__024.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__024.jpg
0000129-Berenson,129,,25,,129,12,,129,129,7,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$24i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__024.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__024.jpg
0000130-Berenson,130,,25,,130,12,,130,130,7,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$24i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__024.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__024.jpg
0000131-Berenson,131,,25,26,131,12,,131,131,7,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$24i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__024.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__024.jpg
0000132-Berenson,132,,26,,132,12,,132,132,7,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$24i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__024.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__024.jpg
0000133-Berenson,133,,26,,133,13,,133,133,8,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$27i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__027.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__027.jpg
0000134-Berenson,134,,26,,134,13,,134,134,8,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$27i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__027.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__027.jpg
0000135-Berenson,135,,26,,135,13,,135,135,8,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$27i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__027.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__027.jpg
0000136-Berenson,136,,26,,136,13,,136,136,8,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$27i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__027.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__027.jpg
000141A-Berenson,141 A,,27,,141 A,13,,137,137,8,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$27i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__027.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__027.jpg
0000138-Berenson,138,,26,,138,13,,138,138,8,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$27i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__027.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__027.jpg
0000140-Berenson,140,,27,,140,13,,140,140,8,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$27i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__027.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__027.jpg
0000142-Berenson,142,,29,,142,14,,142,142,8,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$27i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__027.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__027.jpg
0000143-Berenson,143,,29,,143,14,,143,143,8,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$27i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__027.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__027.jpg
0000144-Berenson,144,,29,,144,14,,144,144,8,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$27i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__027.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__027.jpg
0000145-Berenson,145,,29,,145,14,,145,145,8,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$27i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__027.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__027.jpg
0000146-Berenson,146,,29,,146,14,,146,146,8,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$27i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__027.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__027.jpg
00147_1-Berenson,147 (1),,29,,147,,,147,147,8,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$27i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__027.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__027.jpg
00147_2-Berenson,147 (2),,29,,147,,,147,147,8,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$27i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__027.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__027.jpg
0000148-Berenson,148,,29,30,148,14,,148,148,8,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$27i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__027.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__027.jpg
0000149-Berenson,149,,30,,149,14,,149,149,8,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$27i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__027.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__027.jpg
0000150-Berenson,150,,30,,150,14,,150,150,8,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$27i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__027.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__027.jpg
0000151-Berenson,151,,30,,151,15,,151,151,8,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$27i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__027.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__027.jpg
0000152-Berenson,152,,30,31,152,15,,152,152,8,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$27i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__027.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__027.jpg
0000153-Berenson,153,,,,153,15,,153,153,9,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$28i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__028.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__028.jpg
00154_2-Berenson,154,(2),,,154,,,154,154,9,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$28i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__028.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__028.jpg
00154_1-Berenson,154 (1),,31,,154,,,154,154,9,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$28i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__028.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__028.jpg
00154_3-Berenson,154 (3),,31,,154,,,154,154,9,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$28i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__028.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__028.jpg
00154_4-Berenson,154 (4),,31,,154,,,154,154,9,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$28i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__028.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__028.jpg
00154_5-Berenson,154 (5),,31,,154,,,154,154,9,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$28i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__028.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__028.jpg
0000155-Berenson,155,,31,,155,15,,155,155,9,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$28i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__028.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__028.jpg
00156_1-Berenson,156 (1),,31,,156,,,156,156,9,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$28i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__028.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__028.jpg
00156_2-Berenson,156 (2),,31,,156,,,156,156,9,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$28i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__028.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__028.jpg
