0000017-Berenson1961,"Albertinelli, Mariotto",17,"Albertinelli, Mariotto",17,"Albertinelli, Mariotto"
000221C-Berenson1961,"Bartolommeo, Fra",221 C,221 C,"Bartolommeo, Fra",870,"Ghirlandaio, Domenico"
0000235-Berenson1961,"Bartolommeo, Fra",235,235,"Bartolommeo, Fra",235,"Bartolommeo, Fra"
0000236-Berenson1961,"Bartolommeo, Fra",236,236,"Bartolommeo, Fra",236,"Bartolommeo, Fra"
0000237-Berenson1961,"Bartolommeo, Fra",237,237,"Bartolommeo, Fra",237,"Bartolommeo, Fra"
0000238-Berenson1961,"Bartolommeo, Fra",238,238,"Bartolommeo, Fra",238,"Bartolommeo, Fra"
0000239-Berenson1961,"Bartolommeo, Fra",239,239,"Bartolommeo, Fra",239,"Bartolommeo, Fra"
0000240-Berenson1961,"Bartolommeo, Fra",240,240,"Bartolommeo, Fra",240,"Bartolommeo, Fra"
0000241-Berenson1961,"Bartolommeo, Fra",241,241,"Bartolommeo, Fra",241,"Bartolommeo, Fra"
0000242-Berenson1961,"Bartolommeo, Fra",242,242,"Bartolommeo, Fra",242,"Bartolommeo, Fra"
0000243-Berenson1961,"Bartolommeo, Fra",243,243,"Bartolommeo, Fra",243,"Bartolommeo, Fra"
0000244-Berenson1961,"Bartolommeo, Fra",244,244,"Bartolommeo, Fra",244,"Bartolommeo, Fra"
0000245-Berenson1961,"Bartolommeo, Fra",245,245,"Bartolommeo, Fra",245,"Bartolommeo, Fra"
0000246-Berenson1961,"Bartolommeo, Fra",246,246,"Bartolommeo, Fra",246,"Bartolommeo, Fra"
0000247-Berenson1961,"Bartolommeo, Fra",247,247,"Bartolommeo, Fra",247,"Bartolommeo, Fra"
0000248-Berenson1961,"Bartolommeo, Fra",248,248,"Bartolommeo, Fra",248,"Bartolommeo, Fra"
0000249-Berenson1961,"Bartolommeo, Fra",249,249,"Bartolommeo, Fra",249,"Bartolommeo, Fra"
0000250-Berenson1961,"Bartolommeo, Fra",250,250,"Bartolommeo, Fra",250,"Bartolommeo, Fra"
0000251-Berenson1961,"Bartolommeo, Fra",251,251,"Bartolommeo, Fra",251,"Bartolommeo, Fra"
0000252-Berenson1961,"Bartolommeo, Fra",252,252,"Bartolommeo, Fra",252,"Bartolommeo, Fra"
0000253-Berenson1961,"Bartolommeo, Fra",253,253,"Bartolommeo, Fra",253,"Bartolommeo, Fra"
0000254-Berenson1961,"Bartolommeo, Fra",254,254,"Bartolommeo, Fra",254,"Bartolommeo, Fra"
0000255-Berenson1961,"Bartolommeo, Fra",255,255,"Bartolommeo, Fra",255,"Bartolommeo, Fra"
0000256-Berenson1961,"Bartolommeo, Fra",256,256,"Bartolommeo, Fra",256,"Bartolommeo, Fra"
0000257-Berenson1961,"Bartolommeo, Fra",257,257,"Bartolommeo, Fra",257,"Bartolommeo, Fra"
0000258-Berenson1961,"Bartolommeo, Fra",258,258,"Bartolommeo, Fra",258,"Bartolommeo, Fra"
0000259-Berenson1961,"Bartolommeo, Fra",259,259,"Bartolommeo, Fra",259,"Bartolommeo, Fra"
0000260-Berenson1961,"Bartolommeo, Fra",260,260,"Bartolommeo, Fra",260,"Bartolommeo, Fra"
0000261-Berenson1961,"Bartolommeo, Fra",261,261,"Bartolommeo, Fra",261,"Bartolommeo, Fra"
0000262-Berenson1961,"Bartolommeo, Fra",262,262,"Bartolommeo, Fra",262,"Bartolommeo, Fra"
0000263-Berenson1961,"Bartolommeo, Fra",263,263,"Bartolommeo, Fra",263,"Bartolommeo, Fra"
0000264-Berenson1961,"Bartolommeo, Fra",264,264,"Bartolommeo, Fra",264,"Bartolommeo, Fra"
0000265-Berenson1961,"Bartolommeo, Fra",265,265,"Bartolommeo, Fra",265,"Bartolommeo, Fra"
0000266-Berenson1961,"Bartolommeo, Fra",266,266,"Bartolommeo, Fra",266,"Bartolommeo, Fra"
0000267-Berenson1961,"Bartolommeo, Fra",267,267,"Bartolommeo, Fra",267,"Bartolommeo, Fra"
0000268-Berenson1961,"Bartolommeo, Fra",268,268,"Bartolommeo, Fra",268,"Bartolommeo, Fra"
0000269-Berenson1961,"Bartolommeo, Fra",269,269,"Bartolommeo, Fra",269,"Bartolommeo, Fra"
0000270-Berenson1961,"Bartolommeo, Fra",270,270,"Bartolommeo, Fra",270,"Bartolommeo, Fra"
0000271-Berenson1961,"Bartolommeo, Fra",271,271,"Bartolommeo, Fra",271,"Bartolommeo, Fra"
0000272-Berenson1961,"Bartolommeo, Fra",272,272,"Bartolommeo, Fra",272,"Bartolommeo, Fra"
0000273-Berenson1961,"Bartolommeo, Fra",273,273,"Bartolommeo, Fra",273,"Bartolommeo, Fra"
0000274-Berenson1961,"Bartolommeo, Fra",274,274,"Bartolommeo, Fra",274,"Bartolommeo, Fra"
0000275-Berenson1961,"Bartolommeo, Fra",275,275,"Bartolommeo, Fra",275,"Bartolommeo, Fra"
000275A-Berenson1961,"Bartolommeo, Fra",275 A,275 A,"Bartolommeo, Fra",11,"Albertinelli, Mariotto"
0000276-Berenson1961,"Bartolommeo, Fra",276,276,"Bartolommeo, Fra",276,"Bartolommeo, Fra"
0000277-Berenson1961,"Bartolommeo, Fra",277,277,"Bartolommeo, Fra",277,"Bartolommeo, Fra"
0000278-Berenson1961,"Bartolommeo, Fra",278,278,"Bartolommeo, Fra",278,"Bartolommeo, Fra"
0000279-Berenson1961,"Bartolommeo, Fra",279,279,"Bartolommeo, Fra",279,"Bartolommeo, Fra"
0000280-Berenson1961,"Bartolommeo, Fra",280,280,"Bartolommeo, Fra",280,"Bartolommeo, Fra"
0000281-Berenson1961,"Bartolommeo, Fra",281,281,"Bartolommeo, Fra",281,"Bartolommeo, Fra"
0000282-Berenson1961,"Bartolommeo, Fra",282,282,"Bartolommeo, Fra",282,"Bartolommeo, Fra"
0000284-Berenson1961,"Bartolommeo, Fra",284,284,"Bartolommeo, Fra",284,"Bartolommeo, Fra"
0000285-Berenson1961,"Bartolommeo, Fra",285,285,"Bartolommeo, Fra",285,"Bartolommeo, Fra"
0000286-Berenson1961,"Bartolommeo, Fra",286,286,"Bartolommeo, Fra",286,"Bartolommeo, Fra"
0000287-Berenson1961,"Bartolommeo, Fra",287,287,"Bartolommeo, Fra",287,"Bartolommeo, Fra"
0000288-Berenson1961,"Bartolommeo, Fra",288,288,"Bartolommeo, Fra",288,"Bartolommeo, Fra"
0000289-Berenson1961,"Bartolommeo, Fra",289,289,"Bartolommeo, Fra",289,"Bartolommeo, Fra"
0000290-Berenson1961,"Bartolommeo, Fra",290,290,"Bartolommeo, Fra",290,"Bartolommeo, Fra"
0000291-Berenson1961,"Bartolommeo, Fra",291,291,"Bartolommeo, Fra",291,"Bartolommeo, Fra"
0000292-Berenson1961,"Bartolommeo, Fra",292,292,"Bartolommeo, Fra",292,"Bartolommeo, Fra"
0000293-Berenson1961,"Bartolommeo, Fra",293,293,"Bartolommeo, Fra",293,"Bartolommeo, Fra"
0000294-Berenson1961,"Bartolommeo, Fra",294,294,"Bartolommeo, Fra",294,"Bartolommeo, Fra"
0000295-Berenson1961,"Bartolommeo, Fra",295,295,"Bartolommeo, Fra",295,"Bartolommeo, Fra"
0000296-Berenson1961,"Bartolommeo, Fra",296,296,"Bartolommeo, Fra",296,"Bartolommeo, Fra"
0000297-Berenson1961,"Bartolommeo, Fra",297,297,"Bartolommeo, Fra",297,"Bartolommeo, Fra"
0000298-Berenson1961,"Bartolommeo, Fra",298,298,"Bartolommeo, Fra",298,"Bartolommeo, Fra"
0000299-Berenson1961,"Bartolommeo, Fra",299,299,"Bartolommeo, Fra",299,"Bartolommeo, Fra"
0000300-Berenson1961,"Bartolommeo, Fra",300,300,"Bartolommeo, Fra",300,"Bartolommeo, Fra"
0000301-Berenson1961,"Bartolommeo, Fra",301,301,"Bartolommeo, Fra",301,"Bartolommeo, Fra"
0000302-Berenson1961,"Bartolommeo, Fra",302,302,"Bartolommeo, Fra",302,"Bartolommeo, Fra"
0000303-Berenson1961,"Bartolommeo, Fra",303,303,"Bartolommeo, Fra",303,"Bartolommeo, Fra"
0000304-Berenson1961,"Bartolommeo, Fra",304,304,"Bartolommeo, Fra",304,"Bartolommeo, Fra"
0000305-Berenson1961,"Bartolommeo, Fra",305,305,"Bartolommeo, Fra",305,"Bartolommeo, Fra"
0000306-Berenson1961,"Bartolommeo, Fra",306,306,"Bartolommeo, Fra",306,"Bartolommeo, Fra"
0000307-Berenson1961,"Bartolommeo, Fra",307,307,"Bartolommeo, Fra",307,"Bartolommeo, Fra"
0000308-Berenson1961,"Bartolommeo, Fra",308,308,"Bartolommeo, Fra",308,"Bartolommeo, Fra"
0000309-Berenson1961,"Bartolommeo, Fra",309,309,"Bartolommeo, Fra",309,"Bartolommeo, Fra"
0000310-Berenson1961,"Bartolommeo, Fra",310,310,"Bartolommeo, Fra",310,"Bartolommeo, Fra"
0000311-Berenson1961,"Bartolommeo, Fra",311,311,"Bartolommeo, Fra",311,"Bartolommeo, Fra"
0000312-Berenson1961,"Bartolommeo, Fra",312,312,"Bartolommeo, Fra",312,"Bartolommeo, Fra"
0000313-Berenson1961,"Bartolommeo, Fra",313,313,"Bartolommeo, Fra",313,"Bartolommeo, Fra"
0000314-Berenson1961,"Bartolommeo, Fra",314,314,"Bartolommeo, Fra",314,"Bartolommeo, Fra"
0000315-Berenson1961,"Bartolommeo, Fra",315,315,"Bartolommeo, Fra",315,"Bartolommeo, Fra"
0000316-Berenson1961,"Bartolommeo, Fra",316,316,"Bartolommeo, Fra",316,"Bartolommeo, Fra"
0000317-Berenson1961,"Bartolommeo, Fra",317,317,"Bartolommeo, Fra",317,"Bartolommeo, Fra"
0000318-Berenson1961,"Bartolommeo, Fra",318,318,"Bartolommeo, Fra",318,"Bartolommeo, Fra"
0000319-Berenson1961,"Bartolommeo, Fra",319,319,"Bartolommeo, Fra",319,"Bartolommeo, Fra"
0000320-Berenson1961,"Bartolommeo, Fra",320,320,"Bartolommeo, Fra",320,"Bartolommeo, Fra"
0000321-Berenson1961,"Bartolommeo, Fra",321,321,"Bartolommeo, Fra",321,"Bartolommeo, Fra"
0000322-Berenson1961,"Bartolommeo, Fra",322,322,"Bartolommeo, Fra",322,"Bartolommeo, Fra"
0000323-Berenson1961,"Bartolommeo, Fra",323,323,"Bartolommeo, Fra",323,"Bartolommeo, Fra"
0000324-Berenson1961,"Bartolommeo, Fra",324,324,"Bartolommeo, Fra",324,"Bartolommeo, Fra"
0000325-Berenson1961,"Bartolommeo, Fra",325,325,"Bartolommeo, Fra",325,"Bartolommeo, Fra"
000325A-Berenson1961,"Bartolommeo, Fra",325 A,325 A,"Bartolommeo, Fra",222,"Bartolommeo, Fra"
0000326-Berenson1961,"Bartolommeo, Fra",326,326,"Bartolommeo, Fra",326,"Bartolommeo, Fra"
0000327-Berenson1961,"Bartolommeo, Fra",327,327,"Bartolommeo, Fra",327,"Bartolommeo, Fra"
0000328-Berenson1961,"Bartolommeo, Fra",328,328,"Bartolommeo, Fra",328,"Bartolommeo, Fra"
0000329-Berenson1961,"Bartolommeo, Fra",329,329,"Bartolommeo, Fra",329,"Bartolommeo, Fra"
0000330-Berenson1961,"Bartolommeo, Fra",330,330,"Bartolommeo, Fra",330,"Bartolommeo, Fra"
0000331-Berenson1961,"Bartolommeo, Fra",331,331,"Bartolommeo, Fra",331,"Bartolommeo, Fra"
0000332-Berenson1961,"Bartolommeo, Fra",332,332,"Bartolommeo, Fra",332,"Bartolommeo, Fra"
0000333-Berenson1961,"Bartolommeo, Fra",333,333,"Bartolommeo, Fra",333,"Bartolommeo, Fra"
0000334-Berenson1961,"Bartolommeo, Fra",334,334,"Bartolommeo, Fra",334,"Bartolommeo, Fra"
0000335-Berenson1961,"Bartolommeo, Fra",335,335,"Bartolommeo, Fra",335,"Bartolommeo, Fra"
0000336-Berenson1961,"Bartolommeo, Fra",336,336,"Bartolommeo, Fra",336,"Bartolommeo, Fra"
0000337-Berenson1961,"Bartolommeo, Fra",337,337,"Bartolommeo, Fra",337,"Bartolommeo, Fra"
000337A-Berenson1961,"Bartolommeo, Fra",337 A,337 A,"Bartolommeo, Fra","224, 228","Bartolommeo, Fra"
0000338-Berenson1961,"Bartolommeo, Fra",338,338,"Bartolommeo, Fra",338,"Bartolommeo, Fra"
0000339-Berenson1961,"Bartolommeo, Fra",339,339,"Bartolommeo, Fra",339,"Bartolommeo, Fra"
000339A-Berenson1961,"Bartolommeo, Fra",339 A,339 A,"Bartolommeo, Fra","225, 229","Bartolommeo, Fra"
0000340-Berenson1961,"Bartolommeo, Fra",340,340,"Bartolommeo, Fra",340,"Bartolommeo, Fra"
0000341-Berenson1961,"Bartolommeo, Fra",341,341,"Bartolommeo, Fra",341,"Bartolommeo, Fra"
000341A-Berenson1961,"Bartolommeo, Fra",341 A,341 A,"Bartolommeo, Fra",226,"Bartolommeo, Fra"
0000342-Berenson1961,"Bartolommeo, Fra",342,342,"Bartolommeo, Fra",342,"Bartolommeo, Fra"
000342A-Berenson1961,"Bartolommeo, Fra",342 A,342 A,"Bartolommeo, Fra",230,"Bartolommeo, Fra"
000342B-Berenson1961,"Bartolommeo, Fra",342 B,342 B,"Bartolommeo, Fra",227,"Bartolommeo, Fra"
0000343-Berenson1961,"Bartolommeo, Fra",343,343,"Bartolommeo, Fra",343,"Bartolommeo, Fra"
0000344-Berenson1961,"Bartolommeo, Fra",344,344,"Bartolommeo, Fra",344,"Bartolommeo, Fra"
0000345-Berenson1961,"Bartolommeo, Fra",345,345,"Bartolommeo, Fra",345,"Bartolommeo, Fra"
0000346-Berenson1961,"Bartolommeo, Fra",346,346,"Bartolommeo, Fra",346,"Bartolommeo, Fra"
0000347-Berenson1961,"Bartolommeo, Fra",347,347,"Bartolommeo, Fra",347,"Bartolommeo, Fra"
0000348-Berenson1961,"Bartolommeo, Fra",348,348,"Bartolommeo, Fra",348,"Bartolommeo, Fra"
0000349-Berenson1961,"Bartolommeo, Fra",349,349,"Bartolommeo, Fra",349,"Bartolommeo, Fra"
0000350-Berenson1961,"Bartolommeo, Fra",350,350,"Bartolommeo, Fra",350,"Bartolommeo, Fra"
0000351-Berenson1961,"Bartolommeo, Fra",351,351,"Bartolommeo, Fra",351,"Bartolommeo, Fra"
0000352-Berenson1961,"Bartolommeo, Fra",352,352,"Bartolommeo, Fra",352,"Bartolommeo, Fra"
000352A-Berenson1961,"Bartolommeo, Fra",352 A,352 A,"Bartolommeo, Fra",231,"Bartolommeo, Fra"
0000353-Berenson1961,"Bartolommeo, Fra",353,353,"Bartolommeo, Fra",353,"Bartolommeo, Fra"
000353A-Berenson1961,"Bartolommeo, Fra",353 A,353 A,"Bartolommeo, Fra",232,"Bartolommeo, Fra"
0000354-Berenson1961,"Bartolommeo, Fra",354,354,"Bartolommeo, Fra",354,"Bartolommeo, Fra"
000354A-Berenson1961,"Bartolommeo, Fra",354 A,354 A,"Bartolommeo, Fra",233,"Bartolommeo, Fra"
0000355-Berenson1961,"Bartolommeo, Fra",355,355,"Bartolommeo, Fra",355,"Bartolommeo, Fra"
0000356-Berenson1961,"Bartolommeo, Fra",356,356,"Bartolommeo, Fra",356,"Bartolommeo, Fra"
0000357-Berenson1961,"Bartolommeo, Fra",357,357,"Bartolommeo, Fra",357,"Bartolommeo, Fra"
0000358-Berenson1961,"Bartolommeo, Fra",358,358,"Bartolommeo, Fra",358,"Bartolommeo, Fra"
000358A-Berenson1961,"Bartolommeo, Fra",358 A,358 A,"Bartolommeo, Fra",234,"Bartolommeo, Fra"
0000359-Berenson1961,"Bartolommeo, Fra",359,359,"Bartolommeo, Fra",359,"Bartolommeo, Fra"
0360367-Berenson1961,"Bartolommeo, Fra",360-367,360-367,"Bartolommeo, Fra",360-367,"Bartolommeo, Fra"
0000368-Berenson1961,"Bartolommeo, Fra",368,368,"Bartolommeo, Fra",368,"Bartolommeo, Fra"
0000369-Berenson1961,"Bartolommeo, Fra",369,369,"Bartolommeo, Fra",369,"Bartolommeo, Fra"
0000370-Berenson1961,"Bartolommeo, Fra",370,370,"Bartolommeo, Fra",370,"Bartolommeo, Fra"
0000371-Berenson1961,"Bartolommeo, Fra",371,371,"Bartolommeo, Fra",371,"Bartolommeo, Fra"
0000372-Berenson1961,"Bartolommeo, Fra",372,372,"Bartolommeo, Fra",372,"Bartolommeo, Fra"
0000373-Berenson1961,"Bartolommeo, Fra",373,373,"Bartolommeo, Fra",373,"Bartolommeo, Fra"
0000374-Berenson1961,"Bartolommeo, Fra",374,374,"Bartolommeo, Fra",374,"Bartolommeo, Fra"
0000375-Berenson1961,"Bartolommeo, Fra",375,375,"Bartolommeo, Fra",375,"Bartolommeo, Fra"
0000376-Berenson1961,"Bartolommeo, Fra",376,376,"Bartolommeo, Fra",376,"Bartolommeo, Fra"
0000377-Berenson1961,"Bartolommeo, Fra",377,377,"Bartolommeo, Fra",377,"Bartolommeo, Fra"
0000378-Berenson1961,"Bartolommeo, Fra",378,378,"Bartolommeo, Fra",378,"Bartolommeo, Fra"
0000379-Berenson1961,"Bartolommeo, Fra",379,379,"Bartolommeo, Fra",379,"Bartolommeo, Fra"
0000380-Berenson1961,"Bartolommeo, Fra",380,380,"Bartolommeo, Fra",380,"Bartolommeo, Fra"
0000381-Berenson1961,"Bartolommeo, Fra",381,381,"Bartolommeo, Fra",381,"Bartolommeo, Fra"
0000382-Berenson1961,"Bartolommeo, Fra",382,382,"Bartolommeo, Fra",382,"Bartolommeo, Fra"
0000383-Berenson1961,"Bartolommeo, Fra",383,383,"Bartolommeo, Fra",383,"Bartolommeo, Fra"
0000384-Berenson1961,"Bartolommeo, Fra",384,384,"Bartolommeo, Fra",384,"Bartolommeo, Fra"
0000385-Berenson1961,"Bartolommeo, Fra",385,385,"Bartolommeo, Fra",385,"Bartolommeo, Fra"
0000386-Berenson1961,"Bartolommeo, Fra",386,386,"Bartolommeo, Fra",386,"Bartolommeo, Fra"
0000387-Berenson1961,"Bartolommeo, Fra",387,387,"Bartolommeo, Fra",387,"Bartolommeo, Fra"
0000388-Berenson1961,"Bartolommeo, Fra",388,388,"Bartolommeo, Fra",388,"Bartolommeo, Fra"
0000389-Berenson1961,"Bartolommeo, Fra",389,389,"Bartolommeo, Fra",389,"Bartolommeo, Fra"
0000504-Berenson1961,"Bartolommeo, Fra",504,504,"Bartolommeo, Fra",504,"Bartolommeo, Fra"
0000505-Berenson1961,"Bartolommeo, Fra",505,505,"Bartolommeo, Fra",505,"Bartolommeo, Fra"
0000506-Berenson1961,"Bartolommeo, Fra",506,506,"Bartolommeo, Fra",506,"Bartolommeo, Fra"
000508A-Berenson1961,"Bartolommeo, Fra",508 A,508 A,"Bartolommeo, Fra",2765,Tommaso
0000529-Berenson1961,"Bartolommeo, Fra",529,529,"Bartolommeo, Fra",529,"Bartolommeo, Fra"
00203L1-Berenson1961,"Bartolommeo, Fra",203 L-1,433,"Bartolommeo, Fra",433,"Bartolommeo, Fra"
000210B-Berenson1961,"Bartolommeo, Fra",210 B,210 B,"Bartolommeo, Fra",426,"Bartolommeo, Fra"
000212A-Berenson1961,"Bartolommeo, Fra",212 A,212 A,"Bartolommeo, Fra",425,"Bartolommeo, Fra"
0000399-Berenson1961,"Bartolommeo, Fra",399,399,"Bartolommeo, Fra",399,"Bartolommeo, Fra"
0000400-Berenson1961,"Bartolommeo, Fra",400,400,"Bartolommeo, Fra",400,"Bartolommeo, Fra"
0000401-Berenson1961,"Bartolommeo, Fra",401,401,"Bartolommeo, Fra",401,"Bartolommeo, Fra"
0000402-Berenson1961,"Bartolommeo, Fra",402,402,"Bartolommeo, Fra",402,"Bartolommeo, Fra"
0000403-Berenson1961,"Bartolommeo, Fra",403,403,"Bartolommeo, Fra",403,"Bartolommeo, Fra"
0000404-Berenson1961,"Bartolommeo, Fra",404,404,"Bartolommeo, Fra",404,"Bartolommeo, Fra"
000404A-Berenson1961,"Bartolommeo, Fra",404 A,404 A,"Bartolommeo, Fra",404 A,"Bartolommeo, Fra"
0000405-Berenson1961,"Bartolommeo, Fra",405,405,"Bartolommeo, Fra",405,"Bartolommeo, Fra"
0000406-Berenson1961,"Bartolommeo, Fra",406,406,"Bartolommeo, Fra",406,"Bartolommeo, Fra"
0000407-Berenson1961,"Bartolommeo, Fra",407,407,"Bartolommeo, Fra",407,"Bartolommeo, Fra"
0000408-Berenson1961,"Bartolommeo, Fra",408,408,"Bartolommeo, Fra",408,"Bartolommeo, Fra"
0000409-Berenson1961,"Bartolommeo, Fra",409,409,"Bartolommeo, Fra",409,"Bartolommeo, Fra"
0000410-Berenson1961,"Bartolommeo, Fra",410,410,"Bartolommeo, Fra",410,"Bartolommeo, Fra"
0000411-Berenson1961,"Bartolommeo, Fra",411,411,"Bartolommeo, Fra",411,"Bartolommeo, Fra"
0000412-Berenson1961,"Bartolommeo, Fra",412,412,"Bartolommeo, Fra",412,"Bartolommeo, Fra"
0000413-Berenson1961,"Bartolommeo, Fra",413,413,"Bartolommeo, Fra",413,"Bartolommeo, Fra"
0000414-Berenson1961,"Bartolommeo, Fra",414,414,"Bartolommeo, Fra",414,"Bartolommeo, Fra"
0000415-Berenson1961,"Bartolommeo, Fra",415,415,"Bartolommeo, Fra",415,"Bartolommeo, Fra"
0000416-Berenson1961,"Bartolommeo, Fra",416,416,"Bartolommeo, Fra",416,"Bartolommeo, Fra"
0000417-Berenson1961,"Bartolommeo, Fra",417,417,"Bartolommeo, Fra",417,"Bartolommeo, Fra"
0000418-Berenson1961,"Bartolommeo, Fra",418,418,"Bartolommeo, Fra",418,"Bartolommeo, Fra"
0000419-Berenson1961,"Bartolommeo, Fra",419,419,"Bartolommeo, Fra",419,"Bartolommeo, Fra"
0000420-Berenson1961,"Bartolommeo, Fra",420,420,"Bartolommeo, Fra",420,"Bartolommeo, Fra"
0000421-Berenson1961,"Bartolommeo, Fra",421,421,"Bartolommeo, Fra",421,"Bartolommeo, Fra"
0000422-Berenson1961,"Bartolommeo, Fra",422,422,"Bartolommeo, Fra",422,"Bartolommeo, Fra"
0000423-Berenson1961,"Bartolommeo, Fra",423,423,"Bartolommeo, Fra",423,"Bartolommeo, Fra"
0000424-Berenson1961,"Bartolommeo, Fra",424,424,"Bartolommeo, Fra",424,"Bartolommeo, Fra"
000424A-Berenson1961,"Bartolommeo, Fra",424 A,424 A,"Bartolommeo, Fra",436,"Bartolommeo, Fra"
000424B-Berenson1961,"Bartolommeo, Fra",424 B,424 B,"Bartolommeo, Fra",437,"Bartolommeo, Fra"
0000427-Berenson1961,"Bartolommeo, Fra",427,427,"Bartolommeo, Fra",427,"Bartolommeo, Fra"
000428A-Berenson1961,"Bartolommeo, Fra",428 A,428 A,"Bartolommeo, Fra",434,"Bartolommeo, Fra"
000438B-Berenson1961,"Bartolommeo, Fra",438 B,432,"Bartolommeo, Fra",432,"Bartolommeo, Fra"
0000461-Berenson1961,"Bartolommeo, Fra",461,461,"Bartolommeo, Fra",461,"Bartolommeo, Fra"
0000462-Berenson1961,"Bartolommeo, Fra",462,462,"Bartolommeo, Fra",462,"Bartolommeo, Fra"
0000463-Berenson1961,"Bartolommeo, Fra",463,463,"Bartolommeo, Fra",463,"Bartolommeo, Fra"
000463A-Berenson1961,"Bartolommeo, Fra",463 A,463 A,"Bartolommeo, Fra",16,"Bartolommeo, Fra"
00463A1-Berenson1961,"Bartolommeo, Fra",463 A-1,431,"Bartolommeo, Fra",431,"Bartolommeo, Fra"
0000519-Berenson1961,"Bartolommeo, Fra",519,519,"Bartolommeo, Fra",519,"Bartolommeo, Fra"
0000520-Berenson1961,"Bartolommeo, Fra",520,520,"Bartolommeo, Fra",520,"Bartolommeo, Fra"
0000521-Berenson1961,"Bartolommeo, Fra",521,521,"Bartolommeo, Fra",521,"Bartolommeo, Fra"
0000522-Berenson1961,"Bartolommeo, Fra",522,522,"Bartolommeo, Fra",522,"Bartolommeo, Fra"
0000523-Berenson1961,"Bartolommeo, Fra",523,523,"Bartolommeo, Fra",523,"Bartolommeo, Fra"
0000524-Berenson1961,"Bartolommeo, Fra",524,524,"Bartolommeo, Fra",524,"Bartolommeo, Fra"
0000525-Berenson1961,"Bartolommeo, Fra",525,525,"Bartolommeo, Fra",525,"Bartolommeo, Fra"
0000526-Berenson1961,"Bartolommeo, Fra",526,526,"Bartolommeo, Fra",526,"Bartolommeo, Fra"
0000527-Berenson1961,"Bartolommeo, Fra",527,527,"Bartolommeo, Fra",527,"Bartolommeo, Fra"
0000528-Berenson1961,"Bartolommeo, Fra",528,528,"Bartolommeo, Fra",528,"Bartolommeo, Fra"
000212B-Berenson1961,"Bartolommeo, Fra",212 B,212 B,"Bartolommeo, Fra",435,"Bartolommeo, Fra"
000212D-Berenson1961,"Bartolommeo, Fra",212 D,212 D,"Bartolommeo, Fra",439,"Bartolommeo, Fra"
000212E-Berenson1961,"Bartolommeo, Fra",212 E,212 E,"Bartolommeo, Fra",441,"Bartolommeo, Fra"
000459G-Berenson1961,"Bartolommeo, Fra",459 G,459 G,"Bartolommeo, Fra",430,"Bartolommeo, Fra"
000459G-Berenson1961,"Bartolommeo, Fra",459 G,459 G,"Bartolommeo, Fra",430,"Bartolommeo, Fra"
000459H-Berenson1961,"Bartolommeo, Fra",459 H,438,"Bartolommeo, Fra",438,"Bartolommeo, Fra"
000591A-Berenson1961,"Botticini, Francesco",591 A,591 A,"Botticini, Francesco",53,Amico di Sandro
0000592-Berenson1961,"Botticini, Raffaele",592,592,"Botticini, Raffaele",592,"Botticini, Raffaele"
0000605-Berenson1961,"Bronzino, Agnolo",605,605,"Bronzino, Agnolo",605,"Bronzino, Agnolo"
000594A-Berenson1961,"Bronzino, Agnolo",594 A,594 A,"Bronzino, Agnolo",1633,"Buonarroti, Michelangelo"
0000595-Berenson1961,"Bronzino, Agnolo",595,595,"Bronzino, Agnolo",595,"Bronzino, Agnolo"
0000596-Berenson1961,"Bronzino, Agnolo",596,596,"Bronzino, Agnolo",596,"Bronzino, Agnolo"
0000597-Berenson1961,"Bronzino, Agnolo",597,597,"Bronzino, Agnolo",597,"Bronzino, Agnolo"
0000598-Berenson1961,"Bronzino, Agnolo",598,598,"Bronzino, Agnolo",598,"Bronzino, Agnolo"
000598A-Berenson1961,"Bronzino, Agnolo",598 A,598 A,"Bronzino, Agnolo",593,"Bronzino, Agnolo"
0000599-Berenson1961,"Bronzino, Agnolo",599,599,"Bronzino, Agnolo",599,"Bronzino, Agnolo"
000599A-Berenson1961,"Bronzino, Agnolo",599 A,599 A,"Bronzino, Agnolo",594,"Bronzino, Agnolo"
0000600-Berenson1961,"Bronzino, Agnolo",600,600,"Bronzino, Agnolo",600,"Bronzino, Agnolo"
0000601-Berenson1961,"Bronzino, Agnolo",601,601,"Bronzino, Agnolo",601,"Bronzino, Agnolo"
000601A-Berenson1961,"Bronzino, Agnolo",601 A,601 A,"Bronzino, Agnolo",2063,Pontormo
000601C-Berenson1961,"Bronzino, Agnolo",601 C,601 C,"Bronzino, Agnolo",2131,Pontormo
000601D-Berenson1961,"Bronzino, Agnolo",601 D,601 D,"Bronzino, Agnolo",2187,Pontormo
0000602-Berenson1961,"Bronzino, Agnolo",602,602,"Bronzino, Agnolo",602,"Bronzino, Agnolo"
0000603-Berenson1961,"Bronzino, Agnolo",603,603,"Bronzino, Agnolo",603,"Bronzino, Agnolo"
